Year_Month,Topic,Words
0315a.,5,"0.045*""federal"" + 0.039*""market"" + 0.011*""low"" + 0.011*""objective"" + 0.009*""changed"" + 0.007*""received"" + 0.007*""vice"" + 0.007*""statutory"" + 0.005*""strategy"" + 0.005*""closely"""
0315a.,6,"0.014*""continue"" + 0.010*""pressure"" + 0.008*""u"" + 0.008*""fomc"" + 0.008*""recovery"" + 0.008*""spending"" + 0.008*""liquidity"" + 0.008*""goal"" + 0.008*""coordination"" + 0.006*""powell"""
0315a.,7,"0.019*""measure"" + 0.014*""bank"" + 0.014*""development"" + 0.012*""mandate"" + 0.010*""stable"" + 0.010*""foster"" + 0.010*""relative"" + 0.008*""economy"" + 0.008*""state"" + 0.008*""united"""
0315a.,8,"0.026*""percent"" + 0.024*""price"" + 0.018*""level"" + 0.010*""expects"" + 0.010*""international"" + 0.010*""little"" + 0.006*""underlying"" + 0.006*""legal"" + 0.006*""light"" + 0.006*""termsexchange"""
0315a.,9,"0.029*""security"" + 0.013*""credit"" + 0.012*""longerterm"" + 0.012*""monitor"" + 0.010*""flow"" + 0.010*""moderate"" + 0.010*""since"" + 0.010*""maintain"" + 0.008*""indicator"" + 0.008*""related"""
0315a.,10,"0.018*""financial"" + 0.016*""expectation"" + 0.014*""activity"" + 0.008*""symmetric"" + 0.008*""realized"" + 0.008*""gradual"" + 0.008*""chair"" + 0.008*""charles"" + 0.006*""program"" + 0.006*""smooth"""
0315a.,11,"0.018*""maximum"" + 0.016*""target"" + 0.012*""outlook"" + 0.010*""help"" + 0.010*""energy"" + 0.008*""size"" + 0.008*""increase"" + 0.008*""run"" + 0.008*""overall"" + 0.008*""promote"""
0315a.,12,"0.063*""committee"" + 0.026*""condition"" + 0.015*""support"" + 0.013*""recent"" + 0.011*""including"" + 0.009*""continues"" + 0.009*""global"" + 0.009*""treasury"" + 0.007*""met"" + 0.007*""strong"""
0315a.,13,"0.057*""inflation"" + 0.037*""economic"" + 0.032*""rate"" + 0.026*""policy"" + 0.018*""stability"" + 0.010*""pace"" + 0.010*""expected"" + 0.010*""tool"" + 0.007*""time"" + 0.007*""incoming"""
0315a.,14,"0.026*""reserve"" + 0.021*""action"" + 0.021*""range"" + 0.019*""labor"" + 0.011*""remained"" + 0.009*""consistent"" + 0.006*""well"" + 0.006*""issued"" + 0.006*""lettersbanking"" + 0.006*""job"""
0427a.,0,"0.029*""economic"" + 0.014*""continue"" + 0.012*""employment"" + 0.010*""march"" + 0.007*""transitory"" + 0.007*""decided"" + 0.007*""service"" + 0.007*""committeemonetary"" + 0.007*""model"" + 0.007*""anticipate"""
0427a.,1,"0.015*""expectation"" + 0.013*""l"" + 0.010*""tool"" + 0.010*""agency"" + 0.007*""global"" + 0.007*""seek"" + 0.007*""manual"" + 0.007*""relative"" + 0.007*""c"" + 0.007*""application"""
0427a.,2,"0.022*""security"" + 0.014*""measure"" + 0.010*""investment"" + 0.010*""run"" + 0.010*""met"" + 0.007*""reference"" + 0.007*""central"" + 0.007*""resourcesapril"" + 0.007*""effect"" + 0.007*""underlying"""
0427a.,3,"0.023*""fund"" + 0.021*""monetary"" + 0.019*""condition"" + 0.016*""stability"" + 0.016*""financial"" + 0.014*""low"" + 0.012*""longerterm"" + 0.009*""including"" + 0.007*""activity"" + 0.007*""spending"""
0427a.,4,"0.060*""committee"" + 0.029*""price"" + 0.012*""bank"" + 0.012*""maximum"" + 0.009*""action"" + 0.007*""expand"" + 0.007*""k"" + 0.007*""systemth"" + 0.007*""risen"" + 0.007*""paper"""
0427a.,5,"0.020*""percent"" + 0.012*""indicator"" + 0.012*""continues"" + 0.012*""datafinancial"" + 0.010*""household"" + 0.007*""avenue"" + 0.007*""governor"" + 0.007*""structurefinancial"" + 0.007*""import"" + 0.007*""principle"""
0427a.,6,"0.051*""inflation"" + 0.032*""market"" + 0.014*""since"" + 0.011*""expected"" + 0.009*""chairman"" + 0.009*""remain"" + 0.007*""nw"" + 0.007*""legal"" + 0.007*""liabilitiesbank"" + 0.007*""balancesotherregulationssupervision"""
0427a.,7,"0.017*""holding"" + 0.010*""help"" + 0.010*""increase"" + 0.007*""daniel"" + 0.007*""nation"" + 0.007*""however"" + 0.007*""still"" + 0.007*""implementationreportsreview"" + 0.007*""supervisionreportsreporting"" + 0.007*""united"""
0427a.,8,"0.036*""federal"" + 0.017*""range"" + 0.012*""target"" + 0.009*""pace"" + 0.009*""international"" + 0.007*""strategy"" + 0.007*""asset"" + 0.007*""oil"" + 0.007*""resource"" + 0.007*""actionsreportsregulations"""
0427a.,9,"0.017*""reserve"" + 0.010*""gradual"" + 0.010*""decline"" + 0.010*""structure"" + 0.010*""remains"" + 0.007*""developmentresearch"" + 0.007*""financing"" + 0.007*""statutory"" + 0.007*""longer"" + 0.007*""forumsworking"""
0427a.,10,"0.022*""level"" + 0.019*""labor"" + 0.007*""treasury"" + 0.007*""financeindustrial"" + 0.007*""principal"" + 0.007*""analysisconsumer"" + 0.007*""commodity"" + 0.007*""vice"" + 0.007*""mdrmmoney"" + 0.007*""accommodative"""
0427a.,11,"0.012*""mandate"" + 0.012*""open"" + 0.012*""payment"" + 0.012*""data"" + 0.010*""recovery"" + 0.010*""expects"" + 0.010*""maintain"" + 0.007*""information"" + 0.007*""tarullo"" + 0.005*""particular"""
0427a.,12,"0.036*""rate"" + 0.031*""policy"" + 0.009*""monitor"" + 0.009*""foster"" + 0.009*""time"" + 0.007*""outlook"" + 0.007*""provides"" + 0.007*""incoming"" + 0.007*""received"" + 0.007*""databusiness"""
0427a.,13,"0.012*""stable"" + 0.012*""recent"" + 0.007*""notesdata"" + 0.007*""moderate"" + 0.007*""william"" + 0.007*""stock"" + 0.007*""reinvesting"" + 0.007*""return"" + 0.007*""ensure"" + 0.007*""warrant"""
0427a.,14,"0.013*""energy"" + 0.010*""consistent"" + 0.008*""flexible"" + 0.008*""assessmentsfinancial"" + 0.008*""formssupervision"" + 0.008*""activityinterest"" + 0.008*""lettersbanking"" + 0.005*""well"" + 0.005*""depressed"" + 0.005*""gain"""
0622a.,0,"0.018*""level"" + 0.015*""holding"" + 0.011*""spending"" + 0.011*""supply"" + 0.011*""commodity"" + 0.007*""strategy"" + 0.007*""fisher"" + 0.007*""decline"" + 0.007*""purchase"" + 0.007*""model"""
0622a.,1,"0.011*""maximum"" + 0.011*""fund"" + 0.011*""chain"" + 0.007*""close"" + 0.007*""c"" + 0.007*""plosser"" + 0.007*""narayana"" + 0.007*""international"" + 0.007*""slowly"" + 0.007*""help"""
0622a.,2,"0.026*""rate"" + 0.022*""price"" + 0.007*""toolsbank"" + 0.007*""paper"" + 0.007*""principal"" + 0.007*""treasury"" + 0.007*""billion"" + 0.007*""tarullo"" + 0.007*""best"" + 0.007*""anticipated"""
0622a.,3,"0.015*""stability"" + 0.011*""low"" + 0.011*""structure"" + 0.011*""longerterm"" + 0.007*""elizabeth"" + 0.007*""japan"" + 0.007*""moderate"" + 0.007*""developmentsregulatory"" + 0.007*""increase"" + 0.007*""quarter"""
0622a.,4,"0.011*""month"" + 0.011*""continues"" + 0.007*""assessmentsfinancial"" + 0.007*""termsexchange"" + 0.007*""pick"" + 0.007*""formssupervision"" + 0.007*""tragic"" + 0.007*""expand"" + 0.007*""april"" + 0.007*""ratesmicro"""
0622a.,5,"0.057*""committee"" + 0.011*""employment"" + 0.011*""investment"" + 0.007*""policiesreserve"" + 0.007*""resource"" + 0.007*""sector"" + 0.007*""raskin"" + 0.007*""reinvesting"" + 0.007*""part"" + 0.003*""continue"""
0622a.,6,"0.011*""unemployment"" + 0.011*""continue"" + 0.007*""damping"" + 0.007*""appropriatethe"" + 0.007*""toward"" + 0.007*""william"" + 0.007*""action"" + 0.007*""developmentresearch"" + 0.007*""coming"" + 0.007*""utility"""
0622a.,7,"0.015*""recent"" + 0.015*""pace"" + 0.015*""monetary"" + 0.011*""effect"" + 0.007*""runare"" + 0.007*""today"" + 0.007*""warrant"" + 0.007*""legal"" + 0.007*""needed"" + 0.007*""decided"""
0622a.,8,"0.015*""reserve"" + 0.015*""security"" + 0.011*""open"" + 0.007*""implementationreportsreview"" + 0.007*""reference"" + 0.007*""practicepolicy"" + 0.007*""utilization"" + 0.007*""regulation"" + 0.007*""judge"" + 0.007*""associated"""
0622a.,9,"0.019*""recovery"" + 0.011*""financial"" + 0.011*""disruption"" + 0.011*""outlook"" + 0.011*""datafinancial"" + 0.007*""evolution"" + 0.007*""attention"" + 0.007*""subside"" + 0.007*""depressed"" + 0.007*""k"""
0622a.,10,"0.033*""inflation"" + 0.018*""policy"" + 0.011*""dual"" + 0.011*""payment"" + 0.011*""bank"" + 0.007*""dudley"" + 0.007*""software"" + 0.007*""kocherlakota"" + 0.007*""evans"" + 0.007*""w"""
0622a.,11,"0.011*""energy"" + 0.011*""well"" + 0.007*""size"" + 0.007*""communicationsinstitution"" + 0.007*""liabilitiesbank"" + 0.007*""business"" + 0.007*""factor"" + 0.007*""anticipates"" + 0.007*""somewhat"" + 0.007*""dissipate"""
0622a.,12,"0.018*""however"" + 0.015*""consistent"" + 0.011*""data"" + 0.011*""l"" + 0.007*""act"" + 0.007*""structurefinancial"" + 0.007*""bernanke"" + 0.007*""regularly"" + 0.007*""infrastructuresresearch"" + 0.007*""financeindustrial"""
0622a.,13,"0.022*""federal"" + 0.011*""charles"" + 0.011*""likely"" + 0.007*""expectationsto"" + 0.007*""expects"" + 0.007*""though"" + 0.007*""ongoing"" + 0.007*""indicates"" + 0.007*""vice"" + 0.007*""also"""
0622a.,14,"0.018*""market"" + 0.018*""mandate"" + 0.018*""economic"" + 0.011*""foster"" + 0.011*""chairman"" + 0.011*""higher"" + 0.007*""time"" + 0.007*""richard"" + 0.007*""monitor"" + 0.007*""weaker"""
0809a.,0,"0.025*""federal"" + 0.014*""energy"" + 0.010*""condition"" + 0.010*""time"" + 0.007*""asset"" + 0.007*""regulation"" + 0.007*""release"" + 0.007*""coordination"" + 0.007*""consumer"" + 0.007*""adjust"""
0809a.,1,"0.007*""weakness"" + 0.007*""ratesmicro"" + 0.007*""still"" + 0.007*""recently"" + 0.007*""continues"" + 0.007*""deterioration"" + 0.007*""principal"" + 0.007*""associated"" + 0.007*""employment"" + 0.007*""foster"""
0809a.,2,"0.017*""stability"" + 0.014*""recovery"" + 0.010*""quarter"" + 0.007*""structurefinancial"" + 0.007*""received"" + 0.007*""daniel"" + 0.007*""financial"" + 0.007*""enforcementcommunity"" + 0.007*""formssupervision"" + 0.007*""central"""
0809a.,3,"0.030*""inflation"" + 0.027*""rate"" + 0.013*""reserve"" + 0.010*""likely"" + 0.007*""fisher"" + 0.007*""increased"" + 0.007*""appropriatethe"" + 0.007*""regularly"" + 0.007*""raskin"" + 0.007*""yellenvoting"""
0809a.,4,"0.021*""policy"" + 0.011*""data"" + 0.011*""year"" + 0.011*""prepared"" + 0.007*""narayana"" + 0.007*""systemfederal"" + 0.007*""medium"" + 0.007*""event"" + 0.007*""decided"" + 0.007*""downside"""
0809a.,5,"0.017*""market"" + 0.014*""outlook"" + 0.010*""chain"" + 0.010*""supply"" + 0.010*""exceptionally"" + 0.010*""disruption"" + 0.007*""evans"" + 0.007*""size"" + 0.007*""damping"" + 0.007*""employ"""
0809a.,6,"0.014*""holding"" + 0.014*""fund"" + 0.010*""earlier"" + 0.010*""range"" + 0.010*""chairman"" + 0.007*""forumsworking"" + 0.007*""expand"" + 0.007*""good"" + 0.007*""policiesreserve"" + 0.007*""w"""
0809a.,7,"0.014*""anticipates"" + 0.010*""recent"" + 0.010*""warrant"" + 0.010*""promote"" + 0.010*""spending"" + 0.010*""effect"" + 0.007*""expects"" + 0.007*""kocherlakota"" + 0.007*""temporary"" + 0.007*""manual"""
0809a.,8,"0.049*""committee"" + 0.016*""mandate"" + 0.010*""structure"" + 0.010*""payment"" + 0.010*""higher"" + 0.010*""security"" + 0.010*""charles"" + 0.010*""datafinancial"" + 0.006*""purchasing"" + 0.006*""duke"""
0809a.,9,"0.014*""consistent"" + 0.010*""well"" + 0.010*""coming"" + 0.010*""investment"" + 0.007*""financeindustrial"" + 0.007*""reference"" + 0.007*""databusiness"" + 0.007*""discussed"" + 0.007*""household"" + 0.007*""international"""
0809a.,10,"0.025*""price"" + 0.014*""monetary"" + 0.014*""continue"" + 0.010*""l"" + 0.007*""food"" + 0.007*""committeemonetary"" + 0.007*""c"" + 0.007*""utility"" + 0.007*""appropriatevoting"" + 0.007*""k"""
0809a.,11,"0.031*""economic"" + 0.014*""low"" + 0.014*""commodity"" + 0.010*""however"" + 0.010*""slower"" + 0.010*""action"" + 0.007*""immediate"" + 0.007*""existing"" + 0.007*""attention"" + 0.007*""sarah"""
0809a.,12,"0.021*""level"" + 0.014*""tool"" + 0.010*""also"" + 0.010*""dual"" + 0.007*""financing"" + 0.007*""statutespayment"" + 0.007*""stable"" + 0.007*""flexible"" + 0.007*""mdrmmoney"" + 0.007*""balancesotherregulationssupervision"""
0809a.,13,"0.011*""open"" + 0.007*""paper"" + 0.007*""evolution"" + 0.007*""flattened"" + 0.007*""supervisionreportsreporting"" + 0.007*""strategy"" + 0.007*""assessmentsfinancial"" + 0.007*""principle"" + 0.007*""actionsreportsregulations"" + 0.007*""labor"""
0809a.,14,"0.011*""unemployment"" + 0.011*""bank"" + 0.007*""increase"" + 0.007*""stronger"" + 0.007*""developmentsregulatory"" + 0.007*""gradually"" + 0.007*""moderated"" + 0.007*""infrastructuresresearch"" + 0.007*""practicepolicy"" + 0.007*""suggest"""
1102a.,0,"0.010*""expected"" + 0.010*""datafinancial"" + 0.006*""model"" + 0.006*""business"" + 0.006*""application"" + 0.006*""ass"" + 0.006*""structurefinancial"" + 0.006*""judge"" + 0.006*""elevated"" + 0.006*""dudley"""
1102a.,1,"0.024*""percent"" + 0.010*""expectation"" + 0.010*""payment"" + 0.008*""j"" + 0.008*""monitor"" + 0.008*""measure"" + 0.006*""james"" + 0.006*""jerome"" + 0.006*""shareinformation"" + 0.006*""import"""
1102a.,2,"0.051*""inflation"" + 0.017*""financial"" + 0.015*""condition"" + 0.013*""outlook"" + 0.009*""somewhat"" + 0.009*""activity"" + 0.007*""medium"" + 0.007*""month"" + 0.007*""account"" + 0.007*""release"""
1102a.,3,"0.040*""rate"" + 0.030*""market"" + 0.008*""spending"" + 0.006*""manual"" + 0.006*""likely"" + 0.006*""powell"" + 0.006*""rolling"" + 0.006*""stock"" + 0.006*""indicates"" + 0.006*""financing"""
1102a.,4,"0.024*""fund"" + 0.020*""range"" + 0.010*""pressure"" + 0.010*""time"" + 0.008*""investment"" + 0.008*""including"" + 0.008*""consistent"" + 0.008*""vice"" + 0.006*""developmentsregulatory"" + 0.006*""lettersbanking"""
1102a.,5,"0.070*""committee"" + 0.020*""price"" + 0.015*""labor"" + 0.011*""pace"" + 0.009*""indicator"" + 0.007*""remained"" + 0.007*""dual"" + 0.007*""toward"" + 0.007*""september"" + 0.005*""avenue"""
1102a.,6,"0.014*""recent"" + 0.010*""unemployment"" + 0.008*""issued"" + 0.008*""seek"" + 0.008*""prepared"" + 0.006*""regulation"" + 0.006*""adjust"" + 0.006*""practicepolicy"" + 0.006*""yellen"" + 0.006*""reinvesting"""
1102a.,7,"0.016*""holding"" + 0.016*""level"" + 0.012*""energy"" + 0.012*""anticipates"" + 0.010*""earlier"" + 0.010*""year"" + 0.010*""open"" + 0.006*""k"" + 0.006*""job"" + 0.006*""continues"""
1102a.,8,"0.018*""reserve"" + 0.018*""agency"" + 0.012*""increase"" + 0.010*""continued"" + 0.010*""employment"" + 0.010*""maximum"" + 0.008*""voting"" + 0.006*""adjustment"" + 0.006*""met"" + 0.006*""balancesotherregulationssupervision"""
1102a.,9,"0.016*""target"" + 0.010*""data"" + 0.010*""objective"" + 0.010*""information"" + 0.008*""fomc"" + 0.006*""toolsbank"" + 0.006*""implementationreportsreview"" + 0.006*""reading"" + 0.006*""coming"" + 0.006*""nation"""
1102a.,10,"0.038*""policy"" + 0.012*""l"" + 0.012*""decided"" + 0.008*""appropriate"" + 0.008*""chairman"" + 0.008*""size"" + 0.008*""tool"" + 0.008*""chair"" + 0.008*""goal"" + 0.006*""remain"""
1102a.,11,"0.038*""economic"" + 0.036*""federal"" + 0.028*""monetary"" + 0.011*""growth"" + 0.009*""risk"" + 0.007*""structure"" + 0.007*""quarter"" + 0.007*""reflecting"" + 0.007*""development"" + 0.007*""incoming"""
1102a.,12,"0.012*""stance"" + 0.012*""mortgagebacked"" + 0.010*""low"" + 0.008*""strengthen"" + 0.008*""c"" + 0.006*""flexible"" + 0.006*""changed"" + 0.006*""bullard"" + 0.006*""service"" + 0.006*""reducing"""
1102a.,13,"0.010*""since"" + 0.010*""remains"" + 0.010*""international"" + 0.008*""debt"" + 0.008*""longerterm"" + 0.008*""decline"" + 0.006*""george"" + 0.006*""h"" + 0.006*""determining"" + 0.006*""infrastructuresresearch"""
1102a.,14,"0.024*""security"" + 0.014*""stability"" + 0.012*""mandate"" + 0.012*""continue"" + 0.012*""action"" + 0.010*""bank"" + 0.008*""take"" + 0.008*""treasury"" + 0.008*""global"" + 0.006*""support"""
1213a.,0,"0.025*""percent"" + 0.017*""outlook"" + 0.015*""stability"" + 0.015*""remains"" + 0.010*""unemployment"" + 0.008*""consistent"" + 0.006*""relative"" + 0.006*""liabilitiesbank"" + 0.006*""financing"" + 0.006*""actual"""
1213a.,1,"0.013*""information"" + 0.013*""action"" + 0.011*""since"" + 0.011*""decided"" + 0.009*""prepared"" + 0.009*""k"" + 0.009*""c"" + 0.009*""goal"" + 0.006*""legal"" + 0.006*""policiesreserve"""
1213a.,2,"0.017*""reserve"" + 0.011*""maximum"" + 0.008*""charles"" + 0.008*""payment"" + 0.008*""moderate"" + 0.006*""flexible"" + 0.006*""resourcesbanking"" + 0.006*""return"" + 0.006*""formssupervision"" + 0.006*""earlier"""
1213a.,3,"0.038*""policy"" + 0.021*""fund"" + 0.015*""activity"" + 0.013*""holding"" + 0.008*""pace"" + 0.008*""household"" + 0.006*""wide"" + 0.006*""stronger"" + 0.006*""received"" + 0.006*""longerterm"""
1213a.,4,"0.018*""continue"" + 0.011*""data"" + 0.009*""measure"" + 0.009*""mortgagebacked"" + 0.009*""vice"" + 0.007*""h"" + 0.007*""nation"" + 0.007*""manual"" + 0.007*""assessmentsfinancial"" + 0.007*""structure"""
1213a.,5,"0.068*""committee"" + 0.058*""inflation"" + 0.010*""open"" + 0.010*""growth"" + 0.008*""incoming"" + 0.008*""likely"" + 0.008*""account"" + 0.006*""met"" + 0.006*""monitor"" + 0.006*""financedealer"""
1213a.,6,"0.033*""monetary"" + 0.011*""year"" + 0.011*""risk"" + 0.011*""low"" + 0.009*""medium"" + 0.009*""time"" + 0.006*""governor"" + 0.006*""practicepolicy"" + 0.006*""email"" + 0.006*""determining"""
1213a.,7,"0.013*""expected"" + 0.011*""stance"" + 0.011*""international"" + 0.009*""month"" + 0.009*""additional"" + 0.009*""seek"" + 0.006*""est"" + 0.006*""shareinformation"" + 0.006*""utility"" + 0.006*""communicationsinstitution"""
1213a.,8,"0.017*""labor"" + 0.011*""bank"" + 0.009*""recent"" + 0.006*""actionsreportsregulations"" + 0.006*""ratesmicro"" + 0.006*""databusiness"" + 0.006*""systemfederal"" + 0.006*""expanding"" + 0.006*""resourcesdecember"" + 0.006*""treasury"""
1213a.,9,"0.011*""strong"" + 0.009*""fomc"" + 0.009*""take"" + 0.006*""fixed"" + 0.006*""solid"" + 0.006*""strategy"" + 0.006*""william"" + 0.006*""continues"" + 0.006*""activityinterest"" + 0.006*""moderated"""
1213a.,10,"0.034*""federal"" + 0.017*""security"" + 0.013*""target"" + 0.013*""level"" + 0.008*""objective"" + 0.008*""appropriate"" + 0.006*""including"" + 0.006*""gain"" + 0.006*""united"" + 0.006*""investment"""
1213a.,11,"0.022*""condition"" + 0.018*""financial"" + 0.011*""datafinancial"" + 0.009*""indicator"" + 0.006*""existing"" + 0.006*""longer"" + 0.006*""service"" + 0.004*""emerge"" + 0.004*""help"" + 0.004*""appropriatethe"""
1213a.,12,"0.039*""economic"" + 0.039*""rate"" + 0.012*""employment"" + 0.010*""l"" + 0.010*""expectation"" + 0.008*""chairman"" + 0.006*""mdrmmoney"" + 0.006*""extent"" + 0.006*""pm"" + 0.006*""elevated"""
1213a.,13,"0.031*""market"" + 0.016*""range"" + 0.012*""agency"" + 0.012*""remain"" + 0.008*""chair"" + 0.008*""business"" + 0.008*""price"" + 0.008*""anticipates"" + 0.008*""voting"" + 0.008*""release"""
1213a.,14,"0.013*""development"" + 0.013*""mandate"" + 0.011*""quarter"" + 0.009*""ass"" + 0.009*""dual"" + 0.009*""tool"" + 0.006*""reference"" + 0.006*""jerome"" + 0.006*""run"" + 0.006*""implementationreportsreview"""
0125a.,0,"0.024*""level"" + 0.024*""policy"" + 0.012*""unemployment"" + 0.008*""late"" + 0.008*""elevated"" + 0.008*""particular"" + 0.008*""bloom"" + 0.008*""slowing"" + 0.008*""resource"" + 0.008*""p"""
0125a.,1,"0.012*""expects"" + 0.008*""keep"" + 0.008*""conditionsincluding"" + 0.008*""recent"" + 0.008*""support"" + 0.008*""actionsreportsregulations"" + 0.008*""systemth"" + 0.008*""voting"" + 0.008*""dc"" + 0.008*""daniel"""
0125a.,2,"0.012*""mortgagebacked"" + 0.008*""target"" + 0.008*""flexible"" + 0.008*""mdrmmoney"" + 0.008*""balancesotherregulationssupervision"" + 0.008*""highly"" + 0.008*""regulation"" + 0.008*""developmentsregulatory"" + 0.008*""utilization"" + 0.008*""safe"""
0125a.,3,"0.016*""low"" + 0.012*""also"" + 0.012*""condition"" + 0.012*""bank"" + 0.012*""payment"" + 0.008*""maximum"" + 0.008*""currently"" + 0.008*""size"" + 0.008*""structurefinancial"" + 0.008*""least"""
0125a.,4,"0.012*""global"" + 0.012*""action"" + 0.008*""month"" + 0.008*""structure"" + 0.008*""financing"" + 0.008*""international"" + 0.008*""analysisconsumer"" + 0.008*""resourcesjanuary"" + 0.008*""received"" + 0.008*""supervisionreportsreporting"""
0125a.,5,"0.029*""federal"" + 0.008*""tool"" + 0.008*""employment"" + 0.008*""statutory"" + 0.008*""longerterm"" + 0.008*""omit"" + 0.004*""c"" + 0.004*""payment"" + 0.004*""anticipates"" + 0.004*""mandate"""
0125a.,6,"0.027*""economic"" + 0.011*""warrant"" + 0.011*""time"" + 0.011*""recovery"" + 0.011*""likely"" + 0.011*""data"" + 0.007*""practicepolicy"" + 0.007*""strategy"" + 0.007*""point"" + 0.007*""elizabeth"""
0125a.,7,"0.012*""exceptionally"" + 0.012*""stronger"" + 0.008*""context"" + 0.008*""committeemonetary"" + 0.008*""expanding"" + 0.008*""stabilityvoting"" + 0.008*""infrastructuresresearch"" + 0.008*""sandra"" + 0.008*""yellen"" + 0.008*""maintain"""
0125a.,8,"0.023*""security"" + 0.019*""holding"" + 0.012*""outlook"" + 0.012*""decided"" + 0.012*""c"" + 0.008*""stance"" + 0.008*""downside"" + 0.008*""indicator"" + 0.008*""model"" + 0.008*""medium"""
0125a.,9,"0.016*""agency"" + 0.012*""open"" + 0.012*""subdued"" + 0.008*""program"" + 0.008*""run"" + 0.008*""composition"" + 0.008*""databusiness"" + 0.008*""asset"" + 0.008*""expectation"" + 0.008*""pianalto"""
0125a.,10,"0.019*""monetary"" + 0.015*""fund"" + 0.015*""stability"" + 0.015*""growth"" + 0.015*""anticipates"" + 0.015*""consistent"" + 0.011*""financial"" + 0.011*""quarter"" + 0.007*""advance"" + 0.007*""prepared"""
0125a.,11,"0.049*""committee"" + 0.023*""inflation"" + 0.011*""coming"" + 0.011*""remains"" + 0.007*""legal"" + 0.007*""sector"" + 0.007*""business"" + 0.007*""today"" + 0.007*""l"" + 0.007*""announced"""
0125a.,12,"0.012*""price"" + 0.012*""continue"" + 0.012*""chairman"" + 0.008*""average"" + 0.008*""developmentresearch"" + 0.008*""principle"" + 0.008*""jeffrey"" + 0.008*""lacker"" + 0.008*""reference"" + 0.008*""janet"""
0125a.,13,"0.027*""rate"" + 0.024*""market"" + 0.016*""mandate"" + 0.008*""policiesreserve"" + 0.008*""application"" + 0.008*""central"" + 0.008*""risk"" + 0.008*""accountshousehold"" + 0.008*""lockhart"" + 0.008*""percent"""
0125a.,14,"0.016*""reserve"" + 0.016*""dual"" + 0.012*""datafinancial"" + 0.008*""john"" + 0.008*""formssupervision"" + 0.008*""promote"" + 0.008*""financeindustrial"" + 0.008*""ben"" + 0.008*""dennis"" + 0.008*""slowed"""
0313a.,0,"0.023*""policy"" + 0.011*""recovery"" + 0.007*""dudley"" + 0.007*""lately"" + 0.007*""support"" + 0.007*""sandra"" + 0.007*""help"" + 0.007*""toward"" + 0.007*""communicationsinstitution"" + 0.007*""today"""
0313a.,1,"0.012*""likely"" + 0.012*""c"" + 0.008*""dennis"" + 0.008*""maintain"" + 0.008*""depressed"" + 0.008*""fixed"" + 0.008*""systemfederal"" + 0.008*""enforcementcommunity"" + 0.008*""advance"" + 0.008*""developmentresearch"""
0313a.,2,"0.027*""economic"" + 0.015*""consistent"" + 0.011*""judge"" + 0.011*""action"" + 0.011*""financial"" + 0.008*""elevated"" + 0.008*""pianalto"" + 0.008*""william"" + 0.008*""principle"" + 0.008*""flexible"""
0313a.,3,"0.012*""open"" + 0.012*""mortgagebacked"" + 0.008*""strain"" + 0.008*""duke"" + 0.008*""risk"" + 0.008*""global"" + 0.008*""significant"" + 0.008*""rolling"" + 0.008*""labor"" + 0.008*""september"""
0313a.,4,"0.023*""security"" + 0.011*""unemployment"" + 0.011*""subdued"" + 0.007*""supervisionreportsreporting"" + 0.007*""debt"" + 0.007*""john"" + 0.007*""international"" + 0.007*""composition"" + 0.007*""financing"" + 0.007*""vice"""
0313a.,5,"0.027*""federal"" + 0.023*""market"" + 0.011*""datafinancial"" + 0.011*""continue"" + 0.007*""received"" + 0.007*""governor"" + 0.007*""asset"" + 0.007*""actionsreportsregulations"" + 0.007*""crude"" + 0.007*""voting"""
0313a.,6,"0.020*""monetary"" + 0.016*""agency"" + 0.016*""recent"" + 0.012*""payment"" + 0.008*""accommodative"" + 0.008*""foster"" + 0.008*""legal"" + 0.008*""temporarily"" + 0.008*""principal"" + 0.008*""resourcesbanking"""
0313a.,7,"0.015*""fund"" + 0.011*""data"" + 0.011*""condition"" + 0.008*""immediate"" + 0.008*""regularly"" + 0.008*""expectation"" + 0.008*""strategy"" + 0.008*""ensure"" + 0.008*""accountshousehold"" + 0.008*""notably"""
0313a.,8,"0.015*""stability"" + 0.015*""reserve"" + 0.011*""outlook"" + 0.011*""stronger"" + 0.011*""expects"" + 0.007*""policiesreserve"" + 0.007*""bloom"" + 0.007*""moderate"" + 0.007*""remained"" + 0.007*""release"""
0313a.,9,"0.026*""inflation"" + 0.019*""price"" + 0.015*""anticipates"" + 0.011*""exceptionally"" + 0.011*""chairman"" + 0.007*""stabilityvoting"" + 0.007*""run"" + 0.007*""mandateto"" + 0.007*""coordination"" + 0.007*""implementationreportsreview"""
0313a.,10,"0.016*""level"" + 0.012*""gasoline"" + 0.008*""keep"" + 0.008*""particular"" + 0.008*""review"" + 0.008*""dc"" + 0.008*""least"" + 0.008*""yellen"" + 0.008*""committeemonetary"" + 0.008*""lacker"""
0313a.,11,"0.044*""committee"" + 0.037*""rate"" + 0.007*""announced"" + 0.007*""tool"" + 0.007*""daniel"" + 0.007*""time"" + 0.007*""l"" + 0.007*""utility"" + 0.007*""target"" + 0.007*""anticipate"""
0313a.,12,"0.012*""decided"" + 0.012*""late"" + 0.008*""financedealer"" + 0.008*""january"" + 0.008*""infrastructuresresearch"" + 0.008*""pose"" + 0.008*""assessmentsfinancial"" + 0.008*""paper"" + 0.008*""maturing"" + 0.008*""maintaining"""
