Year_Month,Topic,Words
201511,12,"0.063*""bank"" + 0.022*""would"" + 0.013*""funding"" + 0.009*""rate"" + 0.009*""example"" + 0.007*""lending"" + 0.007*""around"" + 0.006*""thus"" + 0.005*""among"" + 0.005*""cost"""
201511,13,"0.018*""global"" + 0.016*""economy"" + 0.016*""capital"" + 0.015*""international"" + 0.014*""home"" + 0.010*""percent"" + 0.007*""good"" + 0.007*""increase"" + 0.006*""two"" + 0.006*""particularly"""
201511,14,"0.035*""risk"" + 0.020*""foreign"" + 0.012*""sector"" + 0.011*""fund"" + 0.010*""associated"" + 0.010*""time"" + 0.009*""issue"" + 0.008*""potential"" + 0.008*""china"" + 0.007*""demand"""
201512,0,"0.033*""economic"" + 0.023*""natural"" + 0.009*""condition"" + 0.009*""point"" + 0.008*""full"" + 0.007*""effect"" + 0.006*""target"" + 0.006*""p"" + 0.005*""paper"" + 0.004*""crude"""
201512,1,"0.031*""inflation"" + 0.029*""monetary"" + 0.015*""lower"" + 0.012*""staff"" + 0.007*""crisis"" + 0.006*""pp"" + 0.006*""decline"" + 0.006*""consistent"" + 0.006*""meeting"" + 0.005*""come"""
201512,2,"0.024*""interest"" + 0.018*""board"" + 0.009*""activity"" + 0.006*""evans"" + 0.006*""average"" + 0.005*""could"" + 0.005*""review"" + 0.005*""credit"" + 0.004*""consumer"" + 0.004*""research"""
201512,3,"0.033*""policy"" + 0.021*""market"" + 0.021*""real"" + 0.020*""year"" + 0.013*""important"" + 0.009*""laubach"" + 0.009*""williams"" + 0.006*""part"" + 0.006*""guerrieri"" + 0.006*""lag"""
201512,4,"0.036*""return"" + 0.017*""bank"" + 0.012*""recent"" + 0.008*""outlook"" + 0.006*""appropriate"" + 0.006*""view"" + 0.006*""source"" + 0.006*""capital"" + 0.005*""past"" + 0.005*""many"""
201512,5,"0.055*""federal"" + 0.022*""economy"" + 0.022*""price"" + 0.010*""others"" + 0.010*""low"" + 0.008*""fomc"" + 0.007*""also"" + 0.006*""policymakers"" + 0.005*""normal"" + 0.005*""run"""
201512,6,"0.023*""reserve"" + 0.015*""shock"" + 0.011*""potential"" + 0.010*""expected"" + 0.009*""system"" + 0.007*""stability"" + 0.006*""two"" + 0.006*""current"" + 0.006*""oil"" + 0.005*""even"""
201512,7,"0.021*""data"" + 0.015*""risk"" + 0.012*""one"" + 0.011*""measure"" + 0.009*""institution"" + 0.007*""household"" + 0.007*""affect"" + 0.006*""stable"" + 0.005*""economics"" + 0.005*""evidence"""
201512,8,"0.027*""estimate"" + 0.025*""see"" + 0.016*""percent"" + 0.008*""governor"" + 0.007*""expectation"" + 0.006*""committee"" + 0.006*""vol"" + 0.006*""investment"" + 0.006*""different"" + 0.005*""speech"""
201512,9,"0.102*""rate"" + 0.023*""growth"" + 0.010*""participant"" + 0.010*""labor"" + 0.008*""new"" + 0.008*""washington"" + 0.007*""productivity"" + 0.007*""factor"" + 0.006*""increase"" + 0.006*""commodity"""
201512,10,"0.013*""time"" + 0.013*""longerrun"" + 0.008*""although"" + 0.007*""result"" + 0.007*""approach"" + 0.006*""wicksell"" + 0.005*""prevail"" + 0.005*""standard"" + 0.005*""today"" + 0.004*""tightening"""
201512,11,"0.033*""text"" + 0.011*""u"" + 0.008*""assessment"" + 0.008*""change"" + 0.008*""pdf"" + 0.006*""sector"" + 0.005*""preference"" + 0.005*""described"" + 0.005*""previous"" + 0.005*""analysis"""
201512,12,"0.031*""fund"" + 0.027*""model"" + 0.010*""dsge"" + 0.010*""uncertainty"" + 0.009*""september"" + 0.008*""generally"" + 0.008*""may"" + 0.008*""demand"" + 0.007*""banking"" + 0.007*""long"""
201512,13,"0.035*""neutral"" + 0.027*""would"" + 0.016*""level"" + 0.009*""employment"" + 0.008*""likely"" + 0.008*""based"" + 0.008*""figure"" + 0.007*""discussion"" + 0.007*""range"" + 0.005*""percentage"""
201512,14,"0.021*""financial"" + 0.017*""example"" + 0.013*""nominal"" + 0.010*""developed"" + 0.007*""available"" + 0.007*""report"" + 0.007*""october"" + 0.006*""provide"" + 0.005*""zero"" + 0.005*""balance"""
201602,0,"0.029*""return"" + 0.015*""governor"" + 0.013*""bank"" + 0.013*""condition"" + 0.008*""state"" + 0.008*""employment"" + 0.008*""target"" + 0.007*""important"" + 0.006*""sheet"" + 0.006*""appropriate"""
201602,1,"0.030*""inflation"" + 0.007*""development"" + 0.007*""decline"" + 0.007*""discussion"" + 0.006*""term"" + 0.006*""august"" + 0.006*""doddfrank"" + 0.006*""improvement"" + 0.005*""language"" + 0.005*""foreign"""
201602,2,"0.026*""text"" + 0.014*""institution"" + 0.011*""may"" + 0.010*""also"" + 0.009*""outlook"" + 0.008*""point"" + 0.007*""since"" + 0.007*""forward"" + 0.006*""expectation"" + 0.005*""zero"""
201602,3,"0.040*""policy"" + 0.023*""monetary"" + 0.017*""system"" + 0.016*""statement"" + 0.013*""crisis"" + 0.006*""two"" + 0.006*""central"" + 0.005*""resort"" + 0.004*""policymakers"" + 0.004*""bound"""
201602,4,"0.037*""reserve"" + 0.023*""time"" + 0.012*""u"" + 0.010*""balance"" + 0.009*""united"" + 0.008*""unemployment"" + 0.007*""path"" + 0.006*""open"" + 0.005*""washington"" + 0.005*""example"""
201602,5,"0.020*""economy"" + 0.008*""author"" + 0.007*""paragraph"" + 0.006*""individual"" + 0.006*""plot"" + 0.006*""september"" + 0.005*""held"" + 0.005*""across"" + 0.005*""credit"" + 0.005*""world"""
201602,6,"0.037*""financial"" + 0.011*""global"" + 0.010*""decision"" + 0.008*""data"" + 0.008*""expected"" + 0.007*""release"" + 0.006*""lending"" + 0.006*""others"" + 0.005*""oil"" + 0.005*""help"""
201602,7,"0.033*""committee"" + 0.021*""economic"" + 0.020*""guidance"" + 0.014*""meeting"" + 0.011*""timebased"" + 0.008*""level"" + 0.008*""press"" + 0.008*""dot"" + 0.007*""many"" + 0.005*""working"""
201602,8,"0.011*""paper"" + 0.008*""effect"" + 0.007*""figure"" + 0.007*""loan"" + 0.007*""potential"" + 0.006*""first"" + 0.006*""note"" + 0.006*""requirement"" + 0.005*""run"" + 0.005*""tool"""
201602,9,"0.058*""federal"" + 0.025*""would"" + 0.016*""board"" + 0.012*""could"" + 0.005*""range"" + 0.005*""macroeconomic"" + 0.004*""make"" + 0.004*""large"" + 0.004*""even"" + 0.003*""chairman"""
201602,10,"0.025*""fomc"" + 0.012*""new"" + 0.008*""act"" + 0.008*""future"" + 0.007*""authority"" + 0.006*""lower"" + 0.005*""discount"" + 0.005*""month"" + 0.005*""size"" + 0.005*""regulation"""
201602,11,"0.015*""see"" + 0.014*""recent"" + 0.011*""participant"" + 0.009*""labor"" + 0.009*""risk"" + 0.008*""january"" + 0.007*""sep"" + 0.006*""increased"" + 0.005*""york"" + 0.005*""p"""
201602,12,"0.013*""price"" + 0.012*""december"" + 0.011*""last"" + 0.011*""likely"" + 0.011*""view"" + 0.009*""fed"" + 0.009*""well"" + 0.009*""communication"" + 0.009*""issue"" + 0.007*""provide"""
201602,13,"0.048*""rate"" + 0.024*""fund"" + 0.012*""growth"" + 0.009*""interest"" + 0.006*""asset"" + 0.005*""window"" + 0.005*""remain"" + 0.005*""great"" + 0.004*""cost"" + 0.004*""group"""
201602,14,"0.038*""market"" + 0.030*""percent"" + 0.019*""year"" + 0.011*""change"" + 0.009*""increase"" + 0.007*""low"" + 0.005*""addition"" + 0.005*""divergence"" + 0.004*""lend"" + 0.004*""japan"""
201603,0,"0.037*""policy"" + 0.025*""return"" + 0.009*""activity"" + 0.009*""discussion"" + 0.007*""median"" + 0.006*""path"" + 0.005*""output"" + 0.005*""evidence"" + 0.005*""participant"" + 0.004*""long"""
201603,1,"0.022*""price"" + 0.020*""fund"" + 0.015*""outlook"" + 0.009*""likely"" + 0.006*""capital"" + 0.006*""part"" + 0.005*""journal"" + 0.004*""must"" + 0.004*""williams"" + 0.004*""appropriate"""
201603,2,"0.021*""expectation"" + 0.011*""may"" + 0.009*""change"" + 0.008*""liquidity"" + 0.007*""increase"" + 0.007*""equilibrium"" + 0.006*""earlier"" + 0.005*""longerrun"" + 0.005*""run"" + 0.005*""spending"""
201603,3,"0.066*""rate"" + 0.011*""economics"" + 0.011*""system"" + 0.007*""condition"" + 0.006*""current"" + 0.005*""survey"" + 0.005*""energy"" + 0.005*""somewhat"" + 0.005*""addition"" + 0.005*""data"""
201603,4,"0.014*""washington"" + 0.012*""real"" + 0.011*""also"" + 0.009*""projection"" + 0.005*""le"" + 0.005*""uncertainty"" + 0.004*""view"" + 0.004*""even"" + 0.004*""banking"" + 0.004*""end"""
201603,5,"0.024*""market"" + 0.013*""level"" + 0.011*""governor"" + 0.010*""series"" + 0.009*""could"" + 0.008*""crisis"" + 0.006*""natural"" + 0.005*""paper"" + 0.005*""estimate"" + 0.005*""foreign"""
201603,6,"0.040*""inflation"" + 0.014*""risk"" + 0.012*""low"" + 0.012*""recent"" + 0.010*""effect"" + 0.005*""macroeconomic"" + 0.005*""state"" + 0.004*""thomas"" + 0.004*""important"" + 0.004*""higher"""
201603,7,"0.020*""economy"" + 0.019*""text"" + 0.014*""pdf"" + 0.012*""u"" + 0.012*""december"" + 0.010*""zero"" + 0.009*""one"" + 0.009*""february"" + 0.006*""finance"" + 0.005*""nominal"""
201603,8,"0.022*""interest"" + 0.015*""see"" + 0.013*""oil"" + 0.012*""expected"" + 0.009*""future"" + 0.008*""point"" + 0.008*""demand"" + 0.007*""global"" + 0.006*""well"" + 0.005*""balance"""
201603,9,"0.023*""monetary"" + 0.022*""growth"" + 0.013*""since"" + 0.010*""model"" + 0.008*""employment"" + 0.006*""laubach"" + 0.006*""curve"" + 0.006*""many"" + 0.005*""united"" + 0.005*""core"""
201603,10,"0.023*""year"" + 0.011*""development"" + 0.010*""committee"" + 0.007*""percentage"" + 0.007*""asset"" + 0.005*""march"" + 0.005*""turn"" + 0.005*""david"" + 0.004*""san"" + 0.004*""potential"""
201603,11,"0.044*""federal"" + 0.037*""economic"" + 0.012*""time"" + 0.009*""decline"" + 0.008*""bound"" + 0.008*""past"" + 0.007*""fed"" + 0.006*""labor"" + 0.006*""month"" + 0.006*""needed"""
201603,12,"0.019*""would"" + 0.016*""percent"" + 0.014*""fomc"" + 0.013*""board"" + 0.009*""pp"" + 0.007*""near"" + 0.006*""objective"" + 0.006*""measure"" + 0.006*""gap"" + 0.006*""effective"""
201603,13,"0.026*""reserve"" + 0.008*""vol"" + 0.008*""unemployment"" + 0.007*""york"" + 0.006*""pace"" + 0.006*""baseline"" + 0.005*""longterm"" + 0.005*""neutral"" + 0.005*""large"" + 0.005*""others"""
201603,14,"0.022*""financial"" + 0.015*""lower"" + 0.013*""bank"" + 0.009*""new"" + 0.008*""however"" + 0.006*""productivity"" + 0.005*""january"" + 0.005*""income"" + 0.004*""pce"" + 0.003*""action"""
201604,0,"0.020*""transaction"" + 0.015*""also"" + 0.012*""would"" + 0.010*""adoption"" + 0.005*""likely"" + 0.005*""problem"" + 0.004*""counterparties"" + 0.004*""fundamental"" + 0.004*""spectrum"" + 0.004*""following"""
201604,1,"0.010*""business"" + 0.010*""development"" + 0.010*""across"" + 0.005*""institution"" + 0.005*""effectively"" + 0.005*""reduction"" + 0.005*""disruption"" + 0.004*""state"" + 0.004*""engagement"" + 0.004*""meet"""
201604,2,"0.037*""market"" + 0.014*""important"" + 0.014*""digital"" + 0.005*""environment"" + 0.004*""ultimately"" + 0.004*""crossborder"" + 0.004*""since"" + 0.004*""always"" + 0.004*""th"" + 0.004*""respond"""
201604,3,"0.030*""new"" + 0.009*""today"" + 0.008*""efficiency"" + 0.007*""clearinghouses"" + 0.007*""might"" + 0.007*""innovation"" + 0.006*""within"" + 0.006*""regulator"" + 0.005*""bitcoin"" + 0.005*""investment"""
201604,4,"0.010*""provide"" + 0.007*""highly"" + 0.007*""must"" + 0.006*""use"" + 0.006*""able"" + 0.006*""organizational"" + 0.006*""greater"" + 0.005*""early"" + 0.005*""access"" + 0.005*""traditional"""
201604,5,"0.018*""security"" + 0.016*""potential"" + 0.012*""firm"" + 0.010*""industry"" + 0.010*""case"" + 0.010*""transfer"" + 0.009*""function"" + 0.008*""central"" + 0.007*""management"" + 0.006*""like"""
201604,6,"0.027*""financial"" + 0.014*""asset"" + 0.012*""shared"" + 0.012*""record"" + 0.009*""process"" + 0.008*""much"" + 0.007*""application"" + 0.007*""federal"" + 0.007*""reduce"" + 0.006*""protocol"""
201604,7,"0.020*""may"" + 0.015*""public"" + 0.011*""multilateral"" + 0.011*""even"" + 0.006*""well"" + 0.005*""processing"" + 0.005*""confidence"" + 0.005*""necessary"" + 0.005*""information"" + 0.005*""critical"""
201604,8,"0.041*""ledger"" + 0.030*""settlement"" + 0.015*""cost"" + 0.008*""time"" + 0.008*""governance"" + 0.007*""data"" + 0.007*""core"" + 0.006*""organization"" + 0.006*""question"" + 0.005*""operational"""
201604,9,"0.057*""technology"" + 0.015*""risk"" + 0.009*""interest"" + 0.007*""regulated"" + 0.007*""bilateral"" + 0.006*""faster"" + 0.006*""segment"" + 0.005*""actor"" + 0.005*""century"" + 0.005*""friction"""
201604,10,"0.011*""change"" + 0.011*""many"" + 0.010*""technological"" + 0.008*""could"" + 0.008*""stability"" + 0.006*""challenge"" + 0.005*""service"" + 0.005*""law"" + 0.005*""threshold"" + 0.005*""activity"""
201604,11,"0.013*""need"" + 0.008*""key"" + 0.005*""policymakers"" + 0.005*""without"" + 0.004*""deployed"" + 0.004*""secure"" + 0.004*""keep"" + 0.004*""advantage"" + 0.004*""strengthen"" + 0.004*""appropriate"""
201604,12,"0.053*""clearing"" + 0.014*""payment"" + 0.008*""integrity"" + 0.008*""safety"" + 0.008*""address"" + 0.008*""issue"" + 0.008*""help"" + 0.007*""reserve"" + 0.007*""legacy"" + 0.007*""major"""
201604,13,"0.013*""participant"" + 0.008*""whether"" + 0.006*""wholesale"" + 0.006*""reducing"" + 0.006*""finance"" + 0.005*""efficient"" + 0.005*""hand"" + 0.005*""actively"" + 0.004*""analysis"" + 0.004*""accurate"""
201604,14,"0.029*""distributed"" + 0.020*""system"" + 0.009*""network"" + 0.009*""different"" + 0.007*""one"" + 0.005*""seeking"" + 0.005*""intermediary"" + 0.003*""contract"" + 0.003*""volume"" + 0.003*""introduced"""
201606,0,"0.022*""u"" + 0.017*""low"" + 0.014*""employment"" + 0.009*""level"" + 0.007*""significantly"" + 0.007*""relatively"" + 0.006*""fomc"" + 0.006*""back"" + 0.005*""resolution"" + 0.005*""abroad"""
201606,1,"0.026*""economy"" + 0.016*""job"" + 0.016*""would"" + 0.008*""expectation"" + 0.008*""march"" + 0.008*""first"" + 0.008*""slowdown"" + 0.007*""global"" + 0.007*""average"" + 0.007*""many"""
201606,2,"0.032*""market"" + 0.030*""policy"" + 0.016*""see"" + 0.009*""likely"" + 0.008*""appropriate"" + 0.008*""dollar"" + 0.007*""goal"" + 0.006*""great"" + 0.005*""term"" + 0.005*""associated"""
201606,3,"0.014*""firm"" + 0.011*""data"" + 0.010*""expect"" + 0.009*""progress"" + 0.008*""gain"" + 0.007*""objective"" + 0.007*""oil"" + 0.006*""higher"" + 0.006*""united"" + 0.006*""state"""
201606,4,"0.056*""rate"" + 0.009*""move"" + 0.008*""estimate"" + 0.007*""month"" + 0.007*""washington"" + 0.007*""several"" + 0.005*""crisis"" + 0.005*""another"" + 0.005*""earlier"" + 0.005*""pdf"""
201606,5,"0.010*""recession"" + 0.010*""per"" + 0.009*""lower"" + 0.007*""decline"" + 0.007*""remain"" + 0.007*""addition"" + 0.006*""sector"" + 0.005*""output"" + 0.005*""area"" + 0.005*""reported"""
201606,6,"0.027*""return"" + 0.018*""monetary"" + 0.010*""also"" + 0.010*""april"" + 0.009*""board"" + 0.007*""investment"" + 0.006*""support"" + 0.006*""factor"" + 0.006*""payroll"" + 0.006*""implication"""
201606,7,"0.015*""since"" + 0.013*""time"" + 0.009*""condition"" + 0.009*""past"" + 0.009*""bank"" + 0.006*""force"" + 0.006*""evidence"" + 0.006*""including"" + 0.006*""company"" + 0.005*""bankruptcy"""
201606,8,"0.023*""productivity"" + 0.018*""recent"" + 0.016*""new"" + 0.010*""development"" + 0.008*""wage"" + 0.005*""fernald"" + 0.005*""optimistic"" + 0.004*""standard"" + 0.004*""note"" + 0.004*""national"""
201606,9,"0.039*""growth"" + 0.031*""economic"" + 0.009*""worker"" + 0.007*""although"" + 0.007*""change"" + 0.006*""stability"" + 0.006*""two"" + 0.006*""second"" + 0.005*""john"" + 0.004*""negative"""
201606,10,"0.033*""percent"" + 0.024*""text"" + 0.016*""outlook"" + 0.008*""toward"" + 0.008*""point"" + 0.007*""cost"" + 0.007*""quarter"" + 0.007*""run"" + 0.006*""reason"" + 0.005*""report"""
201606,11,"0.024*""federal"" + 0.013*""could"" + 0.012*""increase"" + 0.011*""reserve"" + 0.010*""uncertainty"" + 0.010*""measure"" + 0.009*""household"" + 0.006*""gdp"" + 0.004*""pp"" + 0.004*""american"""
201606,12,"0.028*""labor"" + 0.018*""may"" + 0.014*""risk"" + 0.011*""neutral"" + 0.008*""le"" + 0.007*""even"" + 0.007*""one"" + 0.006*""still"" + 0.005*""around"" + 0.005*""indicator"""
201606,13,"0.032*""year"" + 0.017*""price"" + 0.011*""unemployment"" + 0.009*""business"" + 0.009*""continue"" + 0.007*""weak"" + 0.007*""potential"" + 0.005*""view"" + 0.005*""yellen"" + 0.005*""system"""
201606,14,"0.036*""inflation"" + 0.020*""financial"" + 0.013*""fund"" + 0.011*""important"" + 0.009*""interest"" + 0.008*""however"" + 0.007*""pace"" + 0.007*""well"" + 0.007*""participation"" + 0.005*""activity"""
201609,0,"0.015*""percent"" + 0.012*""board"" + 0.010*""large"" + 0.008*""effort"" + 0.008*""gsib"" + 0.008*""distribution"" + 0.007*""want"" + 0.006*""since"" + 0.005*""larger"" + 0.005*""individual"""
201609,1,"0.026*""return"" + 0.012*""buffer"" + 0.007*""funding"" + 0.007*""different"" + 0.006*""increased"" + 0.006*""economics"" + 0.005*""default"" + 0.005*""repurchase"" + 0.005*""include"" + 0.004*""th"""
201609,2,"0.082*""bank"" + 0.025*""text"" + 0.015*""number"" + 0.008*""result"" + 0.006*""understand"" + 0.005*""opportunity"" + 0.005*""assessment"" + 0.005*""equity"" + 0.004*""smallest"" + 0.003*""counterparty"""
201609,3,"0.032*""diversity"" + 0.016*""see"" + 0.015*""important"" + 0.008*""increase"" + 0.005*""effective"" + 0.005*""need"" + 0.005*""key"" + 0.005*""considering"" + 0.005*""support"" + 0.004*""smaller"""
201609,4,"0.028*""federal"" + 0.018*""test"" + 0.014*""requirement"" + 0.010*""regulatory"" + 0.009*""surcharge"" + 0.008*""commitment"" + 0.008*""process"" + 0.006*""increasing"" + 0.005*""idea"" + 0.005*""inclusion"""
201609,5,"0.017*""system"" + 0.014*""asset"" + 0.012*""scenario"" + 0.012*""view"" + 0.011*""share"" + 0.010*""decline"" + 0.007*""regulation"" + 0.006*""economy"" + 0.006*""however"" + 0.005*""goal"""
201609,6,"0.051*""capital"" + 0.015*""one"" + 0.014*""part"" + 0.008*""past"" + 0.007*""review"" + 0.007*""qualitative"" + 0.006*""decision"" + 0.006*""better"" + 0.005*""various"" + 0.005*""including"""
201609,7,"0.030*""community"" + 0.013*""organization"" + 0.010*""may"" + 0.009*""city"" + 0.009*""kansa"" + 0.008*""crisis"" + 0.007*""strength"" + 0.007*""planning"" + 0.006*""growth"" + 0.006*""appendix"""
201609,8,"0.013*""loss"" + 0.009*""supervisory"" + 0.009*""time"" + 0.007*""many"" + 0.007*""group"" + 0.006*""labor"" + 0.005*""minimum"" + 0.005*""fact"" + 0.004*""serving"" + 0.004*""design"""
201609,9,"0.029*""reserve"" + 0.017*""market"" + 0.014*""institution"" + 0.012*""customer"" + 0.011*""risk"" + 0.007*""dividend"" + 0.006*""size"" + 0.006*""cfr"" + 0.006*""day"" + 0.006*""could"""
201609,10,"0.027*""financial"" + 0.024*""ccar"" + 0.022*""also"" + 0.012*""banker"" + 0.011*""diverse"" + 0.008*""banking"" + 0.008*""recent"" + 0.007*""believe"" + 0.007*""shock"" + 0.007*""effect"""
201609,11,"0.010*""economic"" + 0.008*""annual"" + 0.007*""governor"" + 0.006*""billion"" + 0.006*""progress"" + 0.006*""conversation"" + 0.005*""likely"" + 0.005*""issue"" + 0.005*""conference"" + 0.005*""factor"""
201609,12,"0.037*""firm"" + 0.032*""would"" + 0.016*""change"" + 0.012*""business"" + 0.011*""model"" + 0.010*""le"" + 0.009*""level"" + 0.006*""source"" + 0.006*""continue"" + 0.006*""first"""
201609,13,"0.043*""stress"" + 0.015*""policy"" + 0.013*""testing"" + 0.009*""macroprudential"" + 0.007*""today"" + 0.007*""way"" + 0.007*""even"" + 0.006*""u"" + 0.006*""role"" + 0.006*""program"""
201609,14,"0.023*""year"" + 0.016*""new"" + 0.013*""rate"" + 0.010*""among"" + 0.008*""rule"" + 0.006*""area"" + 0.006*""reason"" + 0.006*""minority"" + 0.006*""forum"" + 0.006*""research"""
201610,0,"0.040*""text"" + 0.012*""shock"" + 0.010*""paper"" + 0.007*""demand"" + 0.007*""survey"" + 0.006*""future"" + 0.005*""lower"" + 0.005*""resource"" + 0.005*""two"" + 0.005*""debt"""
201610,1,"0.018*""reserve"" + 0.017*""may"" + 0.016*""vol"" + 0.013*""labor"" + 0.010*""investment"" + 0.009*""banking"" + 0.008*""business"" + 0.008*""issue"" + 0.007*""suggests"" + 0.005*""country"""
201610,2,"0.012*""change"" + 0.012*""phillips"" + 0.010*""influence"" + 0.009*""review"" + 0.008*""result"" + 0.008*""yellen"" + 0.007*""capital"" + 0.007*""correlated"" + 0.007*""trend"" + 0.006*""movement"""
201610,3,"0.031*""monetary"" + 0.013*""firm"" + 0.011*""also"" + 0.010*""measure"" + 0.010*""great"" + 0.008*""aggregate"" + 0.008*""equilibrium"" + 0.007*""credit"" + 0.007*""economics"" + 0.006*""process"""
201610,4,"0.056*""inflation"" + 0.017*""bank"" + 0.014*""recent"" + 0.013*""crisis"" + 0.012*""curve"" + 0.007*""explain"" + 0.007*""might"" + 0.006*""cost"" + 0.006*""estimate"" + 0.005*""past"""
201610,5,"0.022*""economy"" + 0.014*""recession"" + 0.009*""level"" + 0.008*""spending"" + 0.007*""well"" + 0.006*""systemic"" + 0.006*""macroeconomic"" + 0.005*""heterogeneity"" + 0.004*""basis"" + 0.004*""saving"""
201610,6,"0.042*""return"" + 0.031*""financial"" + 0.026*""federal"" + 0.010*""longrun"" + 0.010*""many"" + 0.009*""real"" + 0.007*""work"" + 0.006*""percent"" + 0.005*""productivity"" + 0.005*""related"""
201610,7,"0.015*""regulation"" + 0.008*""activity"" + 0.007*""journal"" + 0.006*""state"" + 0.006*""natural"" + 0.005*""gdp"" + 0.005*""good"" + 0.005*""even"" + 0.005*""determinant"" + 0.005*""argue"""
201610,8,"0.041*""policy"" + 0.018*""pp"" + 0.018*""year"" + 0.013*""system"" + 0.010*""example"" + 0.009*""household"" + 0.007*""one"" + 0.006*""however"" + 0.006*""governor"" + 0.005*""p"""
201610,9,"0.021*""expectation"" + 0.020*""effect"" + 0.011*""nominal"" + 0.009*""question"" + 0.009*""others"" + 0.007*""housing"" + 0.007*""b"" + 0.006*""utilization"" + 0.005*""recovery"" + 0.005*""finally"""
201610,10,"0.052*""rate"" + 0.014*""important"" + 0.012*""market"" + 0.011*""research"" + 0.008*""fund"" + 0.008*""topic"" + 0.006*""institution"" + 0.006*""could"" + 0.006*""study"" + 0.006*""present"""
201610,11,"0.018*""new"" + 0.010*""pdf"" + 0.008*""international"" + 0.007*""make"" + 0.006*""way"" + 0.006*""american"" + 0.006*""form"" + 0.005*""macroeconomics"" + 0.005*""whether"" + 0.005*""since"""
201610,12,"0.023*""model"" + 0.017*""evidence"" + 0.016*""growth"" + 0.010*""regulatory"" + 0.010*""role"" + 0.008*""factor"" + 0.007*""bernanke"" + 0.006*""united"" + 0.005*""rigidity"" + 0.005*""particular"""
201610,13,"0.037*""interest"" + 0.025*""economic"" + 0.015*""discussion"" + 0.014*""would"" + 0.009*""risk"" + 0.007*""price"" + 0.005*""development"" + 0.005*""slow"" + 0.005*""accelerationist"" + 0.004*""additional"""
201610,14,"0.034*""see"" + 0.013*""u"" + 0.012*""low"" + 0.012*""point"" + 0.010*""wage"" + 0.009*""time"" + 0.009*""empirical"" + 0.009*""potential"" + 0.007*""board"" + 0.007*""keynesian"""
201611,0,"0.015*""china"" + 0.013*""time"" + 0.009*""well"" + 0.007*""pp"" + 0.006*""today"" + 0.006*""cost"" + 0.006*""diversity"" + 0.006*""worker"" + 0.005*""make"" + 0.004*""shown"""
201611,1,"0.028*""economic"" + 0.028*""monetary"" + 0.014*""work"" + 0.009*""development"" + 0.007*""taylor"" + 0.007*""november"" + 0.006*""consensus"" + 0.005*""advanced"" + 0.005*""corporate"" + 0.005*""need"""
201611,2,"0.020*""inflation"" + 0.014*""liquidity"" + 0.012*""unemployment"" + 0.010*""increase"" + 0.009*""investment"" + 0.008*""foreign"" + 0.006*""increased"" + 0.006*""line"" + 0.006*""asia"" + 0.005*""target"""
201611,3,"0.033*""text"" + 0.030*""see"" + 0.012*""since"" + 0.009*""real"" + 0.009*""important"" + 0.008*""speech"" + 0.008*""part"" + 0.008*""factor"" + 0.007*""vol"" + 0.007*""plot"""
201611,4,"0.021*""reserve"" + 0.017*""interest"" + 0.015*""productivity"" + 0.010*""discussion"" + 0.010*""past"" + 0.009*""fed"" + 0.008*""decline"" + 0.007*""period"" + 0.007*""chinese"" + 0.006*""point"""
201611,5,"0.037*""economy"" + 0.017*""participant"" + 0.015*""public"" + 0.010*""new"" + 0.008*""export"" + 0.008*""example"" + 0.007*""force"" + 0.007*""meeting"" + 0.007*""potential"" + 0.005*""end"""
201611,6,"0.029*""market"" + 0.017*""also"" + 0.014*""communication"" + 0.014*""world"" + 0.009*""could"" + 0.007*""survey"" + 0.006*""participation"" + 0.006*""evidence"" + 0.006*""first"" + 0.005*""contingent"""
201611,7,"0.020*""financial"" + 0.013*""labor"" + 0.013*""would"" + 0.012*""gdp"" + 0.011*""recent"" + 0.011*""much"" + 0.007*""bond"" + 0.006*""import"" + 0.006*""current"" + 0.006*""business"""
201611,8,"0.018*""fund"" + 0.016*""path"" + 0.016*""bank"" + 0.013*""sep"" + 0.013*""lower"" + 0.012*""change"" + 0.010*""estimate"" + 0.008*""october"" + 0.007*""neutral"" + 0.005*""hour"""
201611,9,"0.029*""percent"" + 0.013*""washington"" + 0.012*""dot"" + 0.010*""demand"" + 0.010*""slowdown"" + 0.009*""effect"" + 0.008*""show"" + 0.008*""employment"" + 0.007*""risk"" + 0.006*""statement"""
201611,10,"0.023*""u"" + 0.018*""figure"" + 0.010*""longerrun"" + 0.010*""pdf"" + 0.009*""governor"" + 0.008*""share"" + 0.007*""using"" + 0.005*""delivered"" + 0.005*""york"" + 0.005*""uncertainty"""
201611,11,"0.036*""return"" + 0.021*""trade"" + 0.020*""global"" + 0.017*""committee"" + 0.016*""low"" + 0.013*""rule"" + 0.010*""price"" + 0.008*""median"" + 0.008*""paper"" + 0.007*""forecast"""
201611,12,"0.061*""policy"" + 0.023*""year"" + 0.023*""view"" + 0.019*""fomc"" + 0.011*""many"" + 0.008*""value"" + 0.007*""projection"" + 0.007*""emerging"" + 0.007*""including"" + 0.007*""asian"""
201611,13,"0.056*""rate"" + 0.011*""central"" + 0.011*""crisis"" + 0.010*""board"" + 0.009*""system"" + 0.008*""outlook"" + 0.007*""level"" + 0.006*""however"" + 0.006*""note"" + 0.005*""john"""
